AgencyCd,SiteNo,LithologyDescription
CODWR,915,TOPSOIL
CODWR,915,SANDSTONE
CODWR,915,SAND WITH GRAVEL
CODWR,915,SANDSTONE
CODWR,915,CLAY
CODWR,915,SAND WITH CLAY/SILT
CODWR,915,SAND WITH GRAVEL
CODWR,915,SANDSTONE
CODWR,915,SAND WITH CLAY/SILT
CODWR,915,SANDSTONE
CODWR,915,SAND WITH CLAY/SILT
CODWR,915,"SAND, FINE-MED"
CODWR,915,SANDSTONE
CODWR,915,"SAND, FINE-MED"
CODWR,915,CLAY
CODWR,915,"SAND, FINE-MED"
CODWR,915,SHALE
CODWR,1091,TOPSOIL
CODWR,1091,SAND WITH CLAY/SILT
CODWR,1091,SAND WITH GRAVEL
CODWR,1091,SAND WITH GRAVEL
CODWR,1091,SAND WITH GRAVEL
CODWR,1091,SAND WITH CLAY/SILT
CODWR,1091,SAND WITH GRAVEL
CODWR,1091,SANDSTONE
CODWR,1091,SANDSTONE
CODWR,1091,CLAY
CODWR,1091,CLAY
CODWR,1091,SAND WITH CLAY/SILT
CODWR,1091,SAND WITH CLAY/SILT
CODWR,1091,SAND WITH GRAVEL
CODWR,1091,SAND WITH GRAVEL
CODWR,1091,CLAY
CODWR,1091,SHALE
CODWR,149926,TOPSOIL
CODWR,149926,CLAY
CODWR,149926,SANDSTONE
CODWR,149926,SAND WITH CLAY/SILT
CODWR,149926,SAND WITH GRAVEL
CODWR,149926,CLAY
CODWR,149926,SAND WITH GRAVEL
CODWR,149926,SANDSTONE
CODWR,149926,SAND WITH CLAY/SILT
CODWR,149926,SANDSTONE
CODWR,149926,SAND WITH CLAY/SILT
CODWR,149926,"SAND, FINE-MED"
CODWR,149926,SAND WITH CLAY/SILT
CODWR,149926,"SAND, FINE-MED"
CODWR,149926,CLAY
CODWR,149926,"SAND, FINE-MED"
CODWR,149926,SHALE
CODWR,150410,TOPSOIL
CODWR,150410,CLAY
CODWR,150410,SAND WITH GRAVEL
CODWR,150410,SAND WITH CLAY/SILT
CODWR,150410,SAND WITH GRAVEL
CODWR,150410,SAND WITH CLAY/SILT
CODWR,150410,"SAND, FINE-MED"
CODWR,150410,SAND WITH CLAY/SILT
CODWR,150410,"SAND, FINE-MED"
CODWR,150410,SHALE
CODWR,150411,TOPSOIL
CODWR,150411,CLAY
CODWR,150411,SAND WITH GRAVEL
CODWR,150411,SAND WITH CLAY/SILT
CODWR,150411,"SAND, FINE-MED"
CODWR,150411,SAND WITH CLAY/SILT
CODWR,150411,SAND WITH GRAVEL
CODWR,150411,SAND WITH CLAY/SILT
CODWR,150411,"SAND, FINE-MED"
CODWR,150411,SAND WITH CLAY/SILT
CODWR,150411,"SAND, FINE-MED"
CODWR,150411,SHALE
CODWR,1094,TOPSOIL
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,CLAY
CODWR,1094,GRAVEL
CODWR,1094,CLAY
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,CLAY
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,"SAND, FINE-MED"
CODWR,1094,SHALE
CODWR,150430,TOPSOIL
CODWR,150430,SILTSTONE
CODWR,150430,SANDSTONE
CODWR,150430,SANDSTONE
CODWR,150430,GRAVEL
CODWR,150430,SAND WITH CLAY/SILT
CODWR,150430,"SAND, FINE-MED"
CODWR,150430,SANDSTONE
CODWR,150430,SAND WITH CLAY/SILT
CODWR,150430,GRAVEL WITH CLAY/SILT
CODWR,150430,CLAY
CODWR,150430,GRAVEL
CODWR,150430,SANDSTONE
CODWR,150430,GRAVEL WITH CLAY/SILT
CODWR,150430,CLAY
CODWR,150430,SANDSTONE
CODWR,150430,SAND WITH CLAY/SILT
CODWR,150430,"SAND, FINE-MED"
CODWR,150430,SANDSTONE
CODWR,150430,CLAY
CODWR,150430,"SAND, FINE-MED"
CODWR,150430,SAND WITH CLAY/SILT
CODWR,150430,"SAND, FINE-MED"
CODWR,150430,SHALE
CODWR,150430,SHALE
CODWR,150431,TOPSOIL
CODWR,150431,CLAY
CODWR,150431,GRAVEL
CODWR,150431,SAND WITH CLAY/SILT
CODWR,150431,GRAVEL
CODWR,150431,SANDSTONE
CODWR,150431,GRAVEL
CODWR,150431,SAND WITH CLAY/SILT
CODWR,150431,GRAVEL
CODWR,150431,SANDSTONE
CODWR,150431,GRAVEL
CODWR,150431,SAND WITH CLAY/SILT
CODWR,150431,GRAVEL
CODWR,150431,SANDSTONE
CODWR,150431,GRAVEL
CODWR,150431,SAND WITH CLAY/SILT
CODWR,150431,GRAVEL
CODWR,150431,SANDSTONE
CODWR,150431,"SAND, FINE-MED"
CODWR,150431,SANDSTONE
CODWR,150431,"SAND, FINE-MED"
CODWR,150431,SAND WITH CLAY/SILT
CODWR,150431,"SAND, FINE-MED"
CODWR,150431,SHALE
CODWR,150431,SHALE
CODWR,150432,TOPSOIL
CODWR,150432,GRAVEL
CODWR,150432,GRAVEL
CODWR,150432,GRAVEL
CODWR,150432,"SAND, FINE-MED"
CODWR,150432,"SAND, FINE-MED"
CODWR,150432,SHALE
CODWR,1018,TOPSOIL
CODWR,1018,CLAY
CODWR,1018,GRAVEL
CODWR,1018,GRAVEL
CODWR,1018,SAND WITH CLAY/SILT
CODWR,1018,SAND WITH CLAY/SILT
CODWR,1018,SAND WITH GRAVEL
CODWR,1018,GRAVEL WITH CLAY/SILT
CODWR,1018,GRAVEL WITH CLAY/SILT
CODWR,1018,GRAVEL WITH CLAY/SILT
CODWR,1018,SAND WITH CLAY/SILT
CODWR,1018,"SAND, FINE-MED"
CODWR,1018,"SAND, FINE-MED"
CODWR,1018,SAND WITH CLAY/SILT
CODWR,1018,"SAND, FINE-MED"
CODWR,1018,SAND WITH CLAY/SILT
CODWR,1018,"SAND, FINE-MED"
CODWR,1018,SAND WITH CLAY/SILT
CODWR,1018,"SAND, FINE-MED"
CODWR,1018,SAND WITH GRAVEL
CODWR,1018,GRAVEL WITH CLAY/SILT
CODWR,1018,GRAVEL WITH CLAY/SILT
CODWR,1018,CLAY
CODWR,1021,TOPSOIL
CODWR,1021,CLAY
CODWR,1021,SAND WITH GRAVEL
CODWR,1021,SAND WITH CLAY/SILT
CODWR,1021,SAND WITH GRAVEL
CODWR,1021,SAND WITH CLAY/SILT
CODWR,1021,"SAND, FINE-MED"
CODWR,1021,SAND WITH CLAY/SILT
CODWR,1021,"SAND, FINE-MED"
CODWR,1021,SAND WITH CLAY/SILT
CODWR,1021,SAND WITH CLAY/SILT
CODWR,1021,"SAND, FINE-MED"
CODWR,1021,SHALE
CODWR,149695,GRAVEL
CODWR,149695,CLAY
CODWR,149695,"SAND, FINE-MED"
CODWR,149695,GRAVEL WITH CLAY/SILT
CODWR,149695,SANDSTONE
CODWR,149695,GRAVEL
CODWR,149695,GRAVEL
CODWR,149695,CLAY
CODWR,149695,GRAVEL
CODWR,149695,CLAY
CODWR,749,TOPSOIL
CODWR,749,CLAY
CODWR,749,GRAVEL
CODWR,749,SHALE
CODWR,752,TOPSOIL
CODWR,752,"SAND, FINE-MED"
CODWR,752,CLAY
CODWR,752,SANDSTONE
CODWR,752,SANDSTONE
CODWR,752,SAND WITH CLAY/SILT
CODWR,752,SANDSTONE
CODWR,752,CLAY
CODWR,752,GRAVEL
CODWR,752,"SAND, FINE-MED"
CODWR,752,SANDSTONE
CODWR,752,CLAY
CODWR,752,SANDSTONE
CODWR,752,SAND WITH CLAY/SILT
CODWR,752,GRAVEL
CODWR,752,CLAY
CODWR,752,SANDSTONE
CODWR,752,GRAVEL
CODWR,752,CLAY
CODWR,752,GRAVEL
CODWR,752,SHALE
CODWR,787,CLAY
CODWR,787,SAND WITH GRAVEL
CODWR,787,SAND WITH CLAY/SILT
CODWR,787,SAND WITH GRAVEL
CODWR,787,SAND WITH CLAY/SILT
CODWR,787,"SAND, FINE-MED"
CODWR,787,SAND WITH CLAY/SILT
CODWR,787,SANDSTONE
CODWR,787,"SAND, FINE-MED"
CODWR,787,SHALE
CODWR,151053,TOPSOIL
CODWR,151053,"SAND, FINE-MED"
CODWR,151053,SAND WITH CLAY/SILT
CODWR,151053,SAND WITH CLAY/SILT
CODWR,151053,SANDSTONE
CODWR,151053,SAND WITH CLAY/SILT
CODWR,151053,SAND WITH GRAVEL
CODWR,151053,SAND WITH CLAY/SILT
CODWR,151053,SAND WITH CLAY/SILT
CODWR,151053,"SAND, MED-COARSE"
CODWR,151053,SAND WITH CLAY/SILT
CODWR,151053,SAND WITH CLAY/SILT
CODWR,151053,"SAND, MED-COARSE"
CODWR,151053,SAND WITH CLAY/SILT
CODWR,151053,"SAND, MED-COARSE"
CODWR,151053,SHALE
CODWR,151055,TOPSOIL
CODWR,151055,SAND WITH CLAY/SILT
CODWR,151055,SANDSTONE
CODWR,151055,SAND WITH GRAVEL
CODWR,151055,GRAVEL
CODWR,151055,CLAY
CODWR,151055,GRAVEL
CODWR,151055,SHALE
CODWR,151056,CLAY
CODWR,151056,GRAVEL
CODWR,151056,SAND WITH CLAY/SILT
CODWR,151056,GRAVEL
CODWR,151056,SAND WITH CLAY/SILT
CODWR,151056,SAND WITH GRAVEL
CODWR,151056,GRAVEL
CODWR,151056,SAND WITH GRAVEL
CODWR,151056,GRAVEL
CODWR,151056,GRAVEL
CODWR,151056,GRAVEL
CODWR,151056,CLAY
CODWR,151057,CLAY
CODWR,151057,SAND WITH CLAY/SILT
CODWR,151057,CLAY
CODWR,151057,"SAND, FINE-MED"
CODWR,151057,"SAND, FINE-MED"
CODWR,151057,SHALE
CODWR,151058,TOPSOIL
CODWR,151058,GRAVEL WITH CLAY/SILT
CODWR,151058,GRAVEL
CODWR,151058,GRAVEL WITH CLAY/SILT
CODWR,151058,SAND WITH CLAY/SILT
CODWR,151058,SANDSTONE
CODWR,151058,SAND WITH GRAVEL
CODWR,151058,SAND WITH CLAY/SILT
CODWR,151058,SANDSTONE
CODWR,151058,SAND WITH CLAY/SILT
CODWR,151058,SAND WITH CLAY/SILT
CODWR,151058,SAND WITH CLAY/SILT
CODWR,151058,GRAVEL WITH CLAY/SILT
CODWR,151058,SAND WITH CLAY/SILT
CODWR,151058,GRAVEL
CODWR,151058,GRAVEL WITH CLAY/SILT
CODWR,151058,CLAY
CODWR,151059,GRAVEL
CODWR,151059,CLAY
CODWR,151059,"SAND, FINE-MED"
CODWR,151059,CLAY
CODWR,151059,GRAVEL
CODWR,151059,CLAY
CODWR,151059,"SAND, FINE-MED"
CODWR,151059,CLAY
CODWR,151059,GRAVEL
CODWR,151059,SAND WITH CLAY/SILT
CODWR,151059,GRAVEL
CODWR,151059,CLAY
CODWR,151059,GRAVEL
CODWR,151059,SHALE
CODWR,151060,TOPSOIL
CODWR,151060,"SAND, FINE-MED"
CODWR,151060,CLAY
CODWR,151060,"SAND, FINE-MED"
CODWR,151060,CLAY
CODWR,151060,SAND WITH CLAY/SILT
CODWR,151060,CLAY
CODWR,151060,GRAVEL
CODWR,151060,CLAY
CODWR,151060,GRAVEL
CODWR,151060,CLAY
CODWR,151060,SANDSTONE
CODWR,151060,SAND WITH CLAY/SILT
CODWR,151060,GRAVEL
CODWR,151060,SHALE
CODWR,149845,TOPSOIL
CODWR,149845,CLAY
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,SAND WITH CLAY/SILT
CODWR,149845,SAND WITH CLAY/SILT
CODWR,149845,SANDSTONE
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,SANDSTONE
CODWR,149845,SAND WITH CLAY/SILT
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,CLAY
CODWR,149845,SAND WITH CLAY/SILT
CODWR,149845,CLAY
CODWR,149845,SAND WITH CLAY/SILT
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,SAND WITH CLAY/SILT
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,SANDSTONE
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,"SAND, FINE-MED"
CODWR,149845,SHALE
CODWR,149844,SAND WITH CLAY/SILT
CODWR,149844,SAND WITH GRAVEL
CODWR,149844,GRAVEL
CODWR,149844,CLAY
CODWR,149844,GRAVEL
CODWR,149844,CLAY
CODWR,149844,"SAND, FINE-MED"
CODWR,149844,GRAVEL WITH CLAY/SILT
CODWR,149844,CLAY
CODWR,149844,"SAND, FINE-MED"
CODWR,149844,SANDSTONE
CODWR,149844,GRAVEL WITH CLAY/SILT
CODWR,149844,CLAY
CODWR,149844,SANDSTONE
CODWR,149844,GRAVEL
CODWR,149844,SHALE
CODWR,823,SAND WITH CLAY/SILT
CODWR,823,"SAND, FINE-MED"
CODWR,823,CLAY
CODWR,823,SAND WITH CLAY/SILT
CODWR,823,SAND WITH CLAY/SILT
CODWR,823,CLAY
CODWR,823,SAND WITH CLAY/SILT
CODWR,823,SAND WITH CLAY/SILT
CODWR,823,"SAND, FINE-MED"
CODWR,823,SHALE
CODWR,824,TOPSOIL
CODWR,824,CLAY
CODWR,824,SAND WITH GRAVEL
CODWR,824,SAND WITH CLAY/SILT
CODWR,824,SAND WITH GRAVEL
CODWR,824,SAND WITH GRAVEL
CODWR,824,SAND WITH GRAVEL
CODWR,824,SAND WITH CLAY/SILT
CODWR,824,"SAND, FINE-MED"
CODWR,824,SAND WITH CLAY/SILT
CODWR,824,SAND WITH GRAVEL
CODWR,872,TOPSOIL
CODWR,872,CLAY
CODWR,872,SAND WITH GRAVEL
CODWR,872,SANDSTONE
CODWR,872,"SAND, FINE-MED"
CODWR,872,SAND WITH CLAY/SILT
CODWR,872,"SAND, FINE-MED"
CODWR,872,SAND WITH GRAVEL
CODWR,872,SHALE
CODWR,828,TOPSOIL
CODWR,828,SANDSTONE
CODWR,828,GRAVEL
CODWR,828,CLAY
CODWR,828,GRAVEL
CODWR,828,SANDSTONE
CODWR,828,GRAVEL
CODWR,828,SANDSTONE
CODWR,828,GRAVEL
CODWR,828,SANDSTONE
CODWR,828,SANDSTONE
CODWR,828,"SAND, FINE-MED"
CODWR,828,SANDSTONE
CODWR,828,GRAVEL
CODWR,828,SANDSTONE
CODWR,828,"SAND, FINE-MED"
CODWR,828,SANDSTONE
CODWR,828,"SAND, FINE-MED"
CODWR,828,SANDSTONE
CODWR,828,"SAND, FINE-MED"
CODWR,828,SANDSTONE
CODWR,828,"SAND, FINE-MED"
CODWR,828,SANDSTONE
CODWR,828,"SAND, FINE-MED"
CODWR,828,SANDSTONE
CODWR,828,"SAND, FINE-MED"
CODWR,828,SANDSTONE
CODWR,828,"SAND, FINE-MED"
CODWR,828,SANDSTONE
CODWR,828,"SAND, FINE-MED"
CODWR,828,CLAY
CODWR,828,"SAND, FINE-MED"
CODWR,828,CLAY
CODWR,828,"SAND, FINE-MED"
CODWR,828,SHALE
CODWR,828,GRAVEL
CODWR,828,SHALE
CODWR,828,SHALE
CODWR,829,SAND WITH CLAY/SILT
CODWR,829,"SAND, FINE-MED"
CODWR,829,SANDSTONE
CODWR,829,SAND WITH GRAVEL
CODWR,829,SANDSTONE
CODWR,829,SAND WITH CLAY/SILT
CODWR,829,SANDSTONE
CODWR,829,SAND WITH CLAY/SILT
CODWR,829,CLAY
CODWR,829,"SAND, FINE-MED"
CODWR,829,SAND WITH CLAY/SILT
CODWR,829,SANDSTONE
CODWR,829,CLAY
CODWR,829,SAND WITH CLAY/SILT
CODWR,829,SAND WITH CLAY/SILT
CODWR,829,SAND WITH CLAY/SILT
CODWR,829,SAND WITH CLAY/SILT
CODWR,829,SAND WITH CLAY/SILT
CODWR,829,SANDSTONE
CODWR,829,"SAND, FINE-MED"
CODWR,829,SAND WITH CLAY/SILT
CODWR,829,"SAND, FINE-MED"
CODWR,829,"SAND, FINE-MED"
CODWR,829,SAND WITH CLAY/SILT
CODWR,829,"SAND, FINE-MED"
CODWR,829,CLAY
CODWR,829,SAND WITH GRAVEL
CODWR,829,SHALE
CODWR,829,SHALE
CODWR,832,TOPSOIL
CODWR,832,"SAND, FINE-MED"
CODWR,832,CLAY
CODWR,832,LIMESTONE
CODWR,832,CLAY
CODWR,832,GRAVEL
CODWR,832,SAND WITH CLAY/SILT
CODWR,832,GRAVEL
CODWR,832,CLAY
CODWR,832,GRAVEL
CODWR,832,CLAY
CODWR,832,SANDSTONE
CODWR,832,LIMESTONE
CODWR,832,CLAY
CODWR,832,SAND WITH CLAY/SILT
CODWR,832,SAND WITH CLAY/SILT
CODWR,832,GRAVEL
CODWR,832,CLAY
CODWR,832,SANDSTONE
CODWR,832,SAND WITH CLAY/SILT
CODWR,832,SANDSTONE
CODWR,832,GRAVEL
CODWR,832,SANDSTONE
CODWR,832,GRAVEL
CODWR,832,SANDSTONE
CODWR,832,SAND WITH CLAY/SILT
CODWR,832,SANDSTONE
CODWR,832,SHALE
CODWR,833,TOPSOIL
CODWR,833,CLAY
CODWR,833,"SAND, FINE-MED"
CODWR,833,"SAND, FINE-MED"
CODWR,833,SAND WITH CLAY/SILT
CODWR,833,"SAND, FINE-MED"
CODWR,833,CLAY
CODWR,833,"SAND, FINE-MED"
CODWR,833,CLAY
CODWR,833,"SAND, FINE-MED"
CODWR,833,SAND WITH CLAY/SILT
CODWR,833,"SAND, FINE-MED"
CODWR,833,SAND WITH CLAY/SILT
CODWR,833,"SAND, FINE-MED"
CODWR,833,SAND WITH CLAY/SILT
CODWR,833,CLAY
CODWR,833,SAND WITH GRAVEL
CODWR,833,SHALE
CODWR,834,TOPSOIL
CODWR,834,CLAY
CODWR,834,"SAND, FINE-MED"
CODWR,834,SAND WITH CLAY/SILT
CODWR,834,SAND WITH CLAY/SILT
CODWR,834,SAND WITH CLAY/SILT
CODWR,834,"SAND, FINE-MED"
CODWR,834,CLAY
CODWR,834,SAND WITH CLAY/SILT
CODWR,834,SAND WITH CLAY/SILT
CODWR,834,CLAY
CODWR,834,"SAND, FINE-MED"
CODWR,834,CLAY
CODWR,834,"SAND, FINE-MED"
CODWR,834,SHALE
CODWR,836,TOPSOIL
CODWR,836,SAND WITH CLAY/SILT
CODWR,836,SANDSTONE
CODWR,836,SAND WITH CLAY/SILT
CODWR,836,"SAND, FINE-MED"
CODWR,836,CLAY
CODWR,836,SAND WITH CLAY/SILT
CODWR,836,SAND WITH CLAY/SILT
CODWR,836,SAND WITH CLAY/SILT
CODWR,836,SANDSTONE
CODWR,836,"SAND, FINE-MED"
CODWR,836,CLAY
CODWR,836,CLAY
CODWR,836,"SAND, FINE-MED"
CODWR,836,CLAY
CODWR,836,"SAND, FINE-MED"
CODWR,836,CLAY
CODWR,836,"SAND, FINE-MED"
CODWR,836,SAND WITH CLAY/SILT
CODWR,836,"SAND, FINE-MED"
CODWR,836,CLAY
CODWR,836,"SAND, FINE-MED"
CODWR,836,SAND WITH CLAY/SILT
CODWR,836,"SAND, FINE-MED"
CODWR,836,SHALE
CODWR,837,CLAY
CODWR,837,SAND WITH CLAY/SILT
CODWR,837,SAND WITH CLAY/SILT
CODWR,837,"SAND, FINE-MED"
CODWR,837,SAND WITH CLAY/SILT
CODWR,837,"SAND, FINE-MED"
CODWR,837,SAND WITH CLAY/SILT
CODWR,837,"SAND, FINE-MED"
CODWR,837,"SAND, FINE-MED"
CODWR,837,SANDSTONE
CODWR,837,SAND WITH CLAY/SILT
CODWR,837,"SAND, FINE-MED"
CODWR,837,SANDSTONE
CODWR,837,SAND WITH CLAY/SILT
CODWR,837,SANDSTONE
CODWR,837,"SAND, FINE-MED"
CODWR,837,"SAND, FINE-MED"
CODWR,837,"SAND, FINE-MED"
CODWR,837,SAND WITH CLAY/SILT
CODWR,837,"SAND, FINE-MED"
CODWR,837,SHALE
CODWR,149846,SAND WITH CLAY/SILT
CODWR,149846,SANDSTONE
CODWR,149846,SAND WITH CLAY/SILT
CODWR,149846,SANDSTONE
CODWR,149846,SAND WITH CLAY/SILT
CODWR,149846,SAND WITH GRAVEL
CODWR,149846,SHALE
CODWR,839,TOPSOIL
CODWR,839,CLAY
CODWR,839,"SAND, FINE-MED"
CODWR,839,SAND WITH CLAY/SILT
CODWR,839,"SAND, FINE-MED"
CODWR,839,SAND WITH CLAY/SILT
CODWR,839,"SAND, FINE-MED"
CODWR,839,SAND WITH CLAY/SILT
CODWR,839,"SAND, FINE-MED"
CODWR,839,SAND WITH CLAY/SILT
CODWR,839,"SAND, FINE-MED"
CODWR,839,SHALE
CODWR,840,TOPSOIL
CODWR,840,CLAY
CODWR,840,SANDSTONE
CODWR,840,SAND WITH GRAVEL
CODWR,840,SAND WITH CLAY/SILT
CODWR,840,"SAND, FINE-MED"
CODWR,840,CLAY
CODWR,840,"SAND, FINE-MED"
CODWR,840,SAND WITH CLAY/SILT
CODWR,840,SAND WITH GRAVEL
CODWR,840,SAND WITH CLAY/SILT
CODWR,840,"SAND, FINE-MED"
CODWR,840,SANDSTONE
CODWR,840,"SAND, FINE-MED"
CODWR,840,CLAY
CODWR,840,"SAND, FINE-MED"
CODWR,840,"SAND, FINE-MED"
CODWR,840,SHALE
CODWR,842,TOPSOIL
CODWR,842,CLAY
CODWR,842,"SAND, FINE-MED"
CODWR,842,SAND WITH CLAY/SILT
CODWR,842,"SAND, FINE-MED"
CODWR,842,CLAY
CODWR,842,"SAND, FINE-MED"
CODWR,842,SAND WITH CLAY/SILT
CODWR,842,"SAND, FINE-MED"
CODWR,842,CLAY
CODWR,842,"SAND, FINE-MED"
CODWR,842,SANDSTONE
CODWR,842,SAND WITH CLAY/SILT
CODWR,842,SAND WITH CLAY/SILT
CODWR,842,"SAND, FINE-MED"
CODWR,842,SAND WITH CLAY/SILT
CODWR,842,SAND WITH CLAY/SILT
CODWR,842,SAND WITH CLAY/SILT
CODWR,842,"SAND, FINE-MED"
CODWR,842,SAND WITH CLAY/SILT
CODWR,842,"SAND, MED-COARSE"
CODWR,842,SHALE
CODWR,846,SANDSTONE
CODWR,846,SAND WITH CLAY/SILT
CODWR,846,GRAVEL
CODWR,846,SAND WITH CLAY/SILT
CODWR,846,GRAVEL
CODWR,846,SAND WITH CLAY/SILT
CODWR,846,GRAVEL
CODWR,846,SAND WITH GRAVEL
CODWR,846,GRAVEL
CODWR,846,"SAND, FINE-MED"
CODWR,846,GRAVEL WITH CLAY/SILT
CODWR,846,CLAY
CODWR,149696,TOPSOIL
CODWR,149696,SAND WITH CLAY/SILT
CODWR,149696,"SAND, FINE-MED"
CODWR,149696,SAND WITH CLAY/SILT
CODWR,149696,SAND WITH CLAY/SILT
CODWR,149696,"SAND, FINE-MED"
CODWR,149696,"SAND, FINE-MED"
CODWR,149696,SAND WITH CLAY/SILT
CODWR,149696,"SAND, FINE-MED"
CODWR,149696,SHALE
CODWR,817,TOPSOIL
CODWR,817,CLAY
CODWR,817,"SAND, MED-COARSE"
CODWR,817,SAND WITH CLAY/SILT
CODWR,817,CLAY
CODWR,817,"SAND, FINE-MED"
CODWR,817,SAND WITH CLAY/SILT
CODWR,817,"SAND, FINE-MED"
CODWR,817,SAND WITH GRAVEL
CODWR,817,GRAVEL WITH CLAY/SILT
CODWR,817,CLAY
CODWR,817,SAND WITH CLAY/SILT
CODWR,817,GRAVEL WITH CLAY/SILT
CODWR,817,CLAY
CODWR,817,GRAVEL
CODWR,817,SHALE
CODWR,819,TOPSOIL
CODWR,819,CLAY
CODWR,819,"SAND, FINE-MED"
CODWR,819,SAND WITH GRAVEL
CODWR,819,GRAVEL WITH CLAY/SILT
CODWR,819,CLAY
CODWR,819,SAND WITH CLAY/SILT
CODWR,819,SANDSTONE
CODWR,819,"SAND, MED-COARSE"
CODWR,819,SHALE
CODWR,821,SANDSTONE
CODWR,821,LIMESTONE
CODWR,821,SAND WITH CLAY/SILT
CODWR,821,CLAY
CODWR,821,SANDSTONE
CODWR,821,GRAVEL
CODWR,821,GRAVEL WITH CLAY/SILT
CODWR,821,CLAY
CODWR,821,GRAVEL
CODWR,821,SAND WITH CLAY/SILT
CODWR,821,CLAY
CODWR,821,SAND WITH GRAVEL
CODWR,821,SANDSTONE
CODWR,821,GRAVEL
CODWR,821,SHALE
CODWR,822,TOPSOIL
CODWR,822,CLAY
CODWR,822,SAND WITH GRAVEL
CODWR,822,SAND WITH CLAY/SILT
CODWR,822,SANDSTONE
CODWR,822,SAND WITH CLAY/SILT
CODWR,822,SAND WITH CLAY/SILT
CODWR,822,"SAND, FINE-MED"
CODWR,822,SAND WITH CLAY/SILT
CODWR,822,"SAND, FINE-MED"
CODWR,822,"SAND, FINE-MED"
CODWR,822,SHALE
CODWR,920,TOPSOIL
CODWR,920,CLAY
CODWR,920,"SAND, FINE-MED"
CODWR,920,SAND WITH CLAY/SILT
CODWR,920,"SAND, FINE-MED"
CODWR,920,SAND WITH CLAY/SILT
CODWR,920,SANDSTONE
CODWR,920,"SAND, FINE-MED"
CODWR,920,SAND WITH CLAY/SILT
CODWR,920,"SAND, FINE-MED"
CODWR,920,SAND WITH CLAY/SILT
CODWR,920,"SAND, FINE-MED"
CODWR,920,SHALE
CODWR,149869,TOPSOIL
CODWR,149869,CLAY
CODWR,149869,SAND WITH GRAVEL
CODWR,149869,SAND WITH CLAY/SILT
CODWR,149869,SANDSTONE
CODWR,149869,SAND WITH CLAY/SILT
CODWR,149869,SAND WITH GRAVEL
CODWR,149869,SAND WITH CLAY/SILT
CODWR,149869,"SAND, FINE-MED"
CODWR,149869,SHALE
CODWR,149852,SAND WITH GRAVEL
CODWR,149852,GRAVEL WITH CLAY/SILT
CODWR,149852,SANDSTONE
CODWR,149852,SAND WITH CLAY/SILT
CODWR,149852,"SAND, FINE-MED"
CODWR,149852,SAND WITH CLAY/SILT
CODWR,149852,SAND WITH GRAVEL
CODWR,149852,SAND WITH CLAY/SILT
CODWR,149852,SAND WITH GRAVEL
CODWR,149852,SAND WITH CLAY/SILT
CODWR,149852,SAND WITH GRAVEL
CODWR,149852,SAND WITH GRAVEL
CODWR,149852,GRAVEL
CODWR,149852,CLAY
CODWR,912,TOPSOIL
CODWR,912,CLAY
CODWR,912,SAND WITH GRAVEL
CODWR,912,GRAVEL WITH CLAY/SILT
CODWR,912,SAND WITH GRAVEL
CODWR,912,GRAVEL WITH CLAY/SILT
CODWR,912,"SAND, FINE-MED"
CODWR,912,SAND WITH CLAY/SILT
CODWR,912,"SAND, FINE-MED"
CODWR,912,SANDSTONE
CODWR,912,"SAND, FINE-MED"
CODWR,912,SHALE
CODWR,921,GRAVEL WITH CLAY/SILT
CODWR,921,SAND WITH GRAVEL
CODWR,921,SILT
CODWR,921,SAND WITH CLAY/SILT
CODWR,921,"SAND, FINE-MED"
CODWR,921,GRAVEL
CODWR,921,GRAVEL WITH CLAY/SILT
CODWR,921,GRAVEL
CODWR,921,GRAVEL WITH CLAY/SILT
CODWR,921,GRAVEL
CODWR,921,GRAVEL
CODWR,921,SAND WITH GRAVEL
CODWR,921,SHALE
CODWR,926,TOPSOIL
CODWR,926,CLAY
CODWR,926,SAND WITH GRAVEL
CODWR,926,SANDSTONE
CODWR,926,SANDSTONE
